type,stem,answer,explanation,difficulty,option_A,option_B,option_C,option_D,option_E
single,"用户通过 ECS 管理控制台查看其拥有的某个区域拥有的所有 ECS 实例的步骤包括 :a,进入 ECS 管理控制台;b.选择地域;c.选择 ECS 实例管理，则正确的排列顺序 是？",C,"正确的操作顺序是，登录进入 ECS 管理控制台，选择对应的 ECS 实例管理,最后再 选择地域。",1,b;a;c,a;b;c,a;c;b,c;b;a,
single,"某公司属于传统行业，一年前刚刚发展互联网线上业务，用了 5 台云服务器 ECS 实例， 没有专 门的系统管理员，最近半年来线上系统总是出现各种安全问题,几次高危漏洞被黑客 利用，差点将核 心数据泄露。使用阿里云的 可以快速解决这个问题。",B,划重点:没有专门的系统管理员。所以需要用到阿里云的安全管家服务来托管公司 的 ECS 服务 器。,1,安骑士,安全管家,内容安全（原名:绿网）,DDoS 高防 IP,
multiple,下面可能是 ECS 实例的稳定状态的是,"A,B","稳定状态为已停止，运行中,已过期，停止中和创建中均为中间状态，特别注意运行中是 稳定 状态而非中间状态。",1,运行中,己停止,停止中,创建中,
multiple,路由器是阿里云专有网络 VPC 的枢纽。下列描述中关于路由器的说法中正确的包括,"A,C",路由器是支持根据具体的路由条目的设置来转发网络流量。VPC 中的路由器都是 随 VPC 的生 命周期自动创建和删除的，用户不需要手动操作。,1,创建 VPC 时，系统会自动为每个 VPC 创建 1 个路由器,删除 VPC 时，会自动删除对应的路由器,不支持直接创建和删除路由器,路由器不支持根据具体的路由条目的设置来转发网络流量,
multiple,权重越高的 ECS 实例将被分配到更多的访问请求。您可以根据后端 ECS 实例的对 外服务能力和 情况来区别设定。SLB 权重设置为 0 会发生什么情况？,"B,D",将负载均衡后端 ECS 的权重置零，相当于将该 ECS 手工下线，用于对相应 ECS 进行重启、配 置调整等主动运维。而由于该状态下，业务数据是无法经负载均衡转发到该 服务器的，所以健康检 查相应的自然会显示异常。,1,服务器优先级最高,服务器优先级最低,能正常提供服务,不能正常提供服务,
single,"阿里云对象存储 OSS 出于安全考虑，直接在浏览器地址栏输入 OSS 通信域名 (oss.aliyuncs.com), 如访问：Http:.html、Htm、图片格式、视频格式、音频格式等安全 敏感文件)，均限制在浏览器客户 端以“另存为”下载的方式打开文件。若需要直接在浏览器 打开这类文件，需要如何配置？",B,"如果您使用 0SS 自带域名，均限制在浏览器中以“另存为”下载的方式打开文件，而 不能直 接浏览该文件。因此您需要将自定义的域名访问绑定在属于自己的 Bucket 上面， 即 CNAMEo 域名绑 定成功后，为了使用域名正常访问 OSS,还需要添加 CNAME 记录指 向存储空间对应的外网域名。",1,"在 0SS 的安全管理菜单中修改 ACL,允许浏览器直接访问，设置时需要短信验证",绑定用户自定义的域名(可以是三级域名),在 OSS 管理控制台-&gt;Object 管理中，修改文件的 HTTP 头信息,"0SS 不直接提供这样的功能,需要二次开发",
multiple,阿里云专有网络 VPC 支持多种的网络连接方式，打通您的 VPC 与传统数据中心。目 前阿里云 支持的网络连接方式包括 o,"A,D","打通您的 VPC 与传统数据中心,所以需要基于公网的 VPN 或者专线。",1,VPN,HTTP 代理,跳板机中转,专线连接,
single,负载均衡通过设置虚拟服务地址，将添加的 ECS 实例虚拟成一个高性能、高可用的应 用服务池， 并根据转发规则，将来自客户端的请求分发给云服务器池中的 ECS 实例。下列 关于 SLB 转发规则说 法错误的是？,D,一般情况下默认路由在有外网情况下会先走外网网卡，如无外网则走内网网卡。,1,SLB 支持“轮询模式”转发规则,SLB 支持“最小连接数模式“转发规则,SLB 四层流量走默认路由,"一般情况下,默认路由在有内网的情况下，先走内网，无内网再走外网",
single,"阿里云弹性伸缩(Auto Scaling)可以通过设置定时任务来定时地增加或减少 ECS 实例, 那么如果多 个定时任务在同一时间内触发执行同一个伸缩组的伸缩规则，下面关于定时任 务执行的说法正确是？",A,如果多个定时任务在相近的时间内触发执行同一个伸缩组的伸缩规则，则最早触发 的定时任 务会先执行伸缩活动。由于同一个伸缩组同一时刻内只能有一个伸缩活动，排在 后面的定时任务会 在 LaunchExpirationTime 内自动重试定时触发。如上一个伸缩活动完 成之后，排在后面的定时任务还 在 LaunchExpirationTime 内重试，则执行该定时任务的伸缩 规则并触发相应的伸缩活动。 https://help.aliyun.com/document_detail/25957.html,1,会选取最早触发的定时任务执行，排在后面的定时任务会在 LaunchExpirationTime 内 自动重试定 时触发,会选取最早创建的定时任务执行，排在后面的定时任务会在 LaunchExpirationTime 内 自动重试定 时触发,会选取最近创建的定时任务执行，排在后面的定时任务则会取消,多个定时任务不分先后将同时执行,
multiple,"阿里云弹性伸缩(Auto Scaling),是根据用户的业务需求和策略，自动调整其弹性计算资 源的管理 服务。以下关于阿里云弹性伸缩的优势说法正确的有？","A,B,C,D",弹性伸缩目前只支持 ECS 及其数据盘的弹性伸缩，不支持云数据库 RDS、负载均 衡等云产品 的弹性伸缩。,1,根据需求分配资源，在无法准确预测业务变化时，解决业务连续性的问题,按规则自动创建和释放云服务器 ECS 实例，自动配置 RDS 访问白名单,伸缩模式丰富，可同时配置多种伸缩模式,根据设定策略自动调整弹性计算资源，满足业务波动性比较大的场景,"支持多种阿里云产品的动态伸缩,包括云服务器 ECS、云数据库 RDS、负载均衡 SLB 以及表格存 储(Table Store 源 OTS)"
single,"在众多的网络攻击类型中，“钓鱼网站”是最常见的攻击之一。钓鱼网站的页面看上去与 真实 网站界面完全一致,要求访问者提交账号和密码，以此来骗取用户银行或信用卡账号、 密码等私人资 料。以下有关钓鱼网站的传播手段,说法错误的是 。",C,钓鱼网站不会在银行的官方网站发布钓鱼链接，,1,通过 QQ、旺旺等客户端聊天工具发送传播钓鱼网站链接,"在搜索引擎、中小网站投放广告,吸引用户点击钓鱼网站链接",银行在官方网站的显著位置发布钓鱼网站链接,通过 Email.论坛、博客、SNS 网站批量发布钓鱼网站链接,
single,"B 公司运营着一个手机 APP 应用商店，类似 Apple 的 AppStore,创业初期所有的软 件包都存储在 云服务器 ECS 实例的数据盘上。从上个月开始，公司做了大量的推广，下 载量增长了 200 倍,用户 覆盖范围也从之前的一个省扩展到了全国。为了节约存储和带 宽成本，同时又能提高用户下载速度,B 公司选择阿里云的 品组合，可达到最佳效 果。 【CKA、红帽、腾讯云、华为云、阿里云、PMP 等 IT 认证，包过+V： afiiyefeng 咨 询】",B,"划重点:节约存储和带宽成本,使用对象存储 OSS 节省存储成本和带宽成本,提高用 户下载速度， 使用 CDN 来提高全国用户的下载速度。",1,弹性伸缩(Auto Scaling)+云服务器 ECS,对象存储 OSS 和内容分发网络 CDN,对象存储 OSS 和弹性伸缩(Auto Scaling),对象存储 OSS 和云数据库 RDS,
multiple,"阿里云的云监控通过监控弹性公网 IP(EIP)的出流量、入流量、出流量数据包数、入 流量数据包 数 4 个监控项,帮助用户监测 EIP 的运行状态。下列关于弹性公网 IP 监控 说法准确的是 o","A,B,C","创建 EIP 后，云监控服务自动开启,无需手动开启即可对 EIP 进行监控。",1,创建 EIP 后，云监控自动开始对其监控,用户可登录云监控的管理控制台界面查看 EIP 的监控数据,用户可以对监控项设置报警规则，以便数据异常时收到报警信息,创建 EIP 后，云监控服务需要手动开启之后，才开始对 EIP 进行监控,
single,"阿里云弹性伸缩(Auto Scaling)是根据用户的业务需求和策略，自动调整其弹性计算资源 的管理 服务,可以自动调整 o",A,弹性伸缩(Auto Scaling)是横向扩展，扩展的是云服务器 ECS 实例的个数，云服务器 ECS 实例 的配置是不支持伸缩的。,1,云服务器 ECS 实例的个数,云服务器 ECS 实例的 CPU 个数,云服务器 ECS 实例的内存大小,云服务器 ECS 实例的带宽,
single,在使用阿里云负载均衡 SLB 的时候，经常会发现有很多 100 开头的 IP(100.x.x.x)在访 问负载均 衡 SLB 实例的后端云服务器 ECS 实例，这可能是 引起的？,A,有 10 或 100 开头的 IP 在频繁访问 ECS 是因为负载均衡系统除了会通过系统服 务器的内网 IP 将来自外部的访问请求转到后端 ECS 上之外，还会对 ECS 进行健康检查 (前提是您已经开启了这一 功能)和对您的负载均衡服务进行可用性监控，这些访问的来源都 是由负载均衡系统发起的。,1,开启了开启了健康检查选项，SLB 实例对 ECS 实例进行健康检查引起的,是云监控搜集各种统计指标,是阿里云飞天系统的 Zookeeper 守护进程,"肯定配置了阿里云弹性伸缩(Auto Scaling),这是弹性伸缩的弹性自愈进程在做 ECS 实例 的状态检 查",
single,"C 公司是一个互联网创业企业，自去年下半年开始公司上线的项目规模增长了 500 倍， 日客户 数量超过 8 万人。一边是业务规模快速增长,一边是用户体验停滞不前。经过架 构师团队仔细评审后 发现核心问题是 APP 客户端经常因本地 DNS 篡改导致连不上服 务器,以及敏感的内容不敢用传统 CDN 分发导致访问速度慢。C 公司可以选择阿里云 的 品组合解决这两个问题。",C,HTTPDNS 是面向移动开发者推出的一款域名解析产品，具有域名防劫持、精准调 度等特性。 主要是用在客户端的时候请求 URL 防止域名劫持的情况。,1,阿里云的云解析和内容分发网络 CDN,阿里云的云解析和对象存储 OSS,阿里云 HTTPDNS 和内容分发网络 CDN,阿里云 HTTPDNS 和对象存储 OSS,
multiple,"阿里云的专有网络 VPC 中的云服务器 ECS 实例如果希望访问经典网络中的云数据 库 RDS 实例, 以下有关操作方法及产生的影响的说法正确的是 -","A,C","云服务器 ECS 实例通过公网访问 RDS 实例的公网地址的时候，不会影响到其他经 典网络通过 公网访问此 RDS 实例;在 VPC 中的 RDS,其他经典网络则无法访问该 RDS 实例。",1,"给 VPC 内的云服务器 ECS 实例绑定 EIP,给 RDS 实例设置外网连接地址,VPC 内的 云服务器 ECS 实例通过公网访问 RDS 实例的公网地址，经典网络的其他云服务器 ECS 实例还可以继续访问该 RDS 实例","给 VPC 内的云服务器 ECS 实例绑定 EIP,给 RDS 实例设置外网连接地址,VPC 内的 云服务器 ECS 实例通过公网访问 RDS 实例的公网地址，经典网络的其他云服务器 ECS 实例将无法再访问该 RDS 实 例","将经典网络的 RDS 实例切换到 VPC 下,VPC 内的云服务器 ECS 实例可以直接通过内 网访问 RDS 实例，经典网络的其他云服务器 ECS 实例将无法再访问该 RDS 实例","将经典网络的 RDS 实例切换到 VPC 下,VPC 内的云服务器 ECS 实例可以直接通过内 网访问 RDS 实例，经典网络的其他云服务器 ECS 实例依然可以继续访问该 RDS 实例",
